Date,Open,High,Low,Close,Change,Volume
2018-05-01,1337.14,1341.47,1330.16,1331.73,-5.41,51319
2018-05-02,1333.08,1337.95,1326.36,1326.66,-6.42,51690
2018-05-03,1339.36,1345.71,1335.25,1335.66,-3.7,16183
2018-05-04,1333.81,1341.84,1325.74,1326.12,-7.69,17718
2018-05-05,1342.03,1348.9,1338.69,1340.53,-1.5,47398
2018-05-06,1335.2,1342.12,1328.45,1329.05,-6.15,3398
2018-05-07,1337.06,1346.64,1330.31,1331.72,-5.34,6859
2018-05-08,1336.81,1341.04,1328.67,1330.04,-6.77,328
2018-05-09,1333.9,1341.47,1326.67,1327.25,-6.65,30194
2018-05-10,1341.37,1348.56,1339.28,1340.92,-0.45,41667
2018-05-11,1335.27,1343.88,1331.15,1332.12,-3.15,416
2018-05-12,1340.55,1348.59,1335.66,1336.22,-4.33,29351
2018-05-13,1340.33,1349.4,1332.67,1332.88,-7.45,27849
2018-05-14,1339.73,1344.07,1335.27,1335.78,-3.95,46690
2018-05-15,1339.54,1344.96,1334.98,1336.76,-2.78,47923
2018-05-16,1335.2,1344.78,1328.24,1328.55,-6.65,28416
2018-05-17,1335.81,1343.29,1334.57,1335.92,0.11,6151
2018-05-18,1335.01,1344.74,1332.46,1334.29,-0.72,51886
2018-05-19,1338.69,1348.55,1337.9,1337.92,-0.77,42184
2018-05-20,1338.82,1345.91,1334.54,1335.11,-3.71,28466
2018-05-21,1337.22,1337.91,1334.96,1335.77,-1.45,17270
2018-05-22,1334.25,1340.09,1328.92,1330.36,-3.89,27911
2018-05-23,1341.46,1342.92,1337.37,1339.33,-2.13,27966
2018-05-24,1341.16,1348.64,1340.6,1341.17,0.01,34647
2018-05-25,1341.71,1346.01,1334.28,1335.47,-6.24,38340
2018-05-26,1334.04,1339.85,1330.08,1331.35,-2.69,26909
2018-05-27,1341.81,1341.98,1338.57,1339.9,-1.91,51516
2018-05-28,1334.14,1336.26,1329.47,1330.21,-3.93,42136
2018-05-29,1338.3,1342.35,1332.13,1332.3,-6.0,29962
2018-05-30,1338.08,1347.6,1331.85,1333.41,-4.67,28385
2018-05-31,1341.92,1351.33,1332.35,1334.12,-7.8,35672
2018-06-01,1341.83,1348.95,1338.55,1340.14,-1.69,27819
2018-06-02,1342.91,1344.95,1340.96,1341.42,-1.49,3966
2018-06-03,1342.31,1345.55,1333.44,1334.11,-8.2,46630
2018-06-04,1337.84,1346.27,1335.31,1335.35,-2.49,9733
2018-06-05,1335.31,1341.02,1326.85,1327.52,-7.79,44307
2018-06-06,1340.25,1348.58,1338.46,1339.77,-0.48,1222
2018-06-07,1341.8,1343.26,1334.09,1335.19,-6.61,43926
2018-06-08,1334.62,1335.01,1327.91,1329.51,-5.11,20534
2018-06-09,1336.74,1343.65,1332.02,1332.33,-4.41,44461
2018-06-10,1335.32,1339.34,1333.34,1335.17,-0.15,41149
2018-06-11,1335.75,1339.71,1330.25,1331.21,-4.54,23979
2018-06-12,1340.99,1349.37,1332.32,1333.28,-7.71,22442
2018-06-13,1334.73,1342.83,1328.17,1329.75,-4.98,24783
2018-06-14,1335.55,1337.86,1331.66,1332.54,-3.01,33433
2018-06-15,1338.31,1347.57,1329.89,1329.99,-8.32,14873
2018-06-16,1335.88,1340.49,1332.55,1332.63,-3.25,15878
2018-06-17,1334.06,1334.38,1331.92,1333.63,-0.43,20439
2018-06-18,1342.9,1351.31,1336.48,1337.69,-5.21,25186
2018-06-19,1337.68,1341.2,1330.22,1332.07,-5.61,2060
2018-06-20,1335.32,1345.07,1333.99,1334.6,-0.72,2298
2018-06-21,1334.28,1341.71,1328.74,1330.11,-4.17,36093
2018-06-22,1342.09,1349.72,1336.17,1337.43,-4.66,7221
2018-06-23,1342.34,1350.78,1340.08,1341.08,-1.26,43949
2018-06-24,1333.75,1343.25,1330.3,1332.19,-1.56,30298
2018-06-25,1342.87,1343.09,1340.82,1340.89,-1.98,52093
2018-06-26,1340.04,1348.28,1331.59,1332.21,-7.83,9557
2018-06-27,1339.16,1348.48,1331.22,1332.52,-6.64,52422
2018-06-28,1340.0,1340.98,1336.7,1338.17,-1.83,35478
2018-06-29,1338.66,1338.69,1334.43,1334.77,-3.89,32257
2018-06-30,1338.25,1345.29,1333.21,1333.73,-4.52,24164
2018-07-01,1341.75,1350.14,1341.61,1343.21,1.46,10076
2018-07-02,1341.27,1344.52,1336.96,1337.99,-3.28,13672
2018-07-03,1336.79,1344.14,1329.19,1329.27,-7.52,31908
2018-07-04,1333.34,1335.49,1330.42,1331.83,-1.51,19547
2018-07-05,1340.66,1342.35,1333.51,1335.08,-5.58,11597
2018-07-06,1342.47,1345.41,1339.64,1340.47,-2.0,35841
2018-07-07,1336.39,1341.21,1332.84,1333.58,-2.81,49262
2018-07-08,1340.15,1344.82,1336.99,1338.48,-1.67,19997
2018-07-09,1340.73,1344.83,1339.9,1340.9,0.17,15387
