Date,Open,High,Low,Close,Change,Volume
2016-06-01,1341.51,1350.94,1335.92,1336.08,-5.43,33938
2016-06-02,1334.97,1343.49,1328.37,1329.62,-5.35,46445
2016-06-03,1338.93,1343.46,1333.32,1333.82,-5.11,13957
2016-06-04,1339.27,1345.42,1337.38,1339.13,-0.14,20742
2016-06-05,1340.92,1347.51,1332.67,1334.05,-6.87,5811
2016-06-06,1342.07,1350.83,1336.41,1337.24,-4.83,36108
2016-06-07,1339.28,1348.77,1329.76,1330.42,-8.86,31682
2016-06-08,1336.05,1336.29,1326.12,1327.09,-8.96,19747
2016-06-09,1335.41,1344.38,1330.23,1330.5,-4.91,23998
2016-06-10,1340.98,1347.15,1336.39,1337.05,-3.93,34575
2016-06-11,1337.95,1340.44,1331.3,1332.04,-5.91,40199
2016-06-12,1338.0,1341.42,1336.29,1338.07,0.07,28951
2016-06-13,1337.5,1346.56,1334.75,1336.4,-1.1,41385
2016-06-14,1342.98,1346.12,1338.27,1338.95,-4.03,33959
2016-06-15,1339.61,1345.84,1339.47,1340.01,0.4,46938
2016-06-16,1337.29,1344.25,1328.94,1330.61,-6.68,18417
2016-06-17,1335.51,1339.68,1335.0,1335.97,0.46,49791
2016-06-18,1336.69,1340.19,1331.14,1332.97,-3.72,19141
2016-06-19,1341.66,1350.21,1336.1,1336.72,-4.94,18136
2016-06-20,1339.95,1348.76,1339.18,1340.94,0.99,7353
2016-06-21,1342.83,1352.23,1336.77,1337.68,-5.15,15531
2016-06-22,1334.18,1341.18,1330.52,1331.56,-2.62,9150
2016-06-23,1342.61,1344.4,1336.31,1338.13,-4.48,52629
2016-06-24,1342.37,1350.84,1338.7,1339.05,-3.32,47265
2016-06-25,1342.76,1349.36,1341.48,1342.18,-0.58,40944
2016-06-26,1337.38,1342.6,1333.93,1335.73,-1.65,7846
2016-06-27,1341.11,1346.85,1336.51,1338.48,-2.63,5703
2016-06-28,1340.13,1346.27,1334.98,1336.29,-3.84,13064
2016-06-29,1339.37,1340.78,1337.46,1338.96,-0.41,45342
2016-06-30,1339.93,1344.97,1336.36,1337.58,-2.35,14441
