Date,Open,High,Low,Close,Change,Volume
2018-02-01,1341.99,1342.14,1339.12,1340.81,-1.18,50515
2018-02-02,1336.58,1344.55,1334.46,1335.88,-0.7,50187
2018-02-03,1341.04,1349.27,1339.25,1340.7,-0.34,29009
2018-02-04,1336.37,1343.82,1328.43,1329.77,-6.6,14428
2018-02-05,1339.13,1343.21,1336.2,1336.25,-2.88,23547
2018-02-06,1333.88,1343.6,1333.21,1335.17,1.29,21422
2018-02-07,1342.54,1351.74,1342.32,1342.86,0.32,33642
2018-02-08,1339.81,1349.39,1330.04,1330.32,-9.49,19757
2018-02-09,1335.22,1336.81,1335.08,1336.33,1.11,37348
2018-02-10,1337.12,1339.03,1334.54,1334.67,-2.45,6881
2018-02-11,1341.55,1350.4,1333.74,1335.27,-6.28,452
2018-02-12,1337.61,1342.74,1334.23,1335.73,-1.88,14855
2018-02-13,1338.22,1342.3,1330.51,1330.51,-7.71,33954
2018-02-14,1337.0,1344.62,1327.29,1329.07,-7.93,2
2018-02-15,1338.89,1338.91,1337.52,1338.55,-0.34,47013
2018-02-16,1336.42,1338.58,1336.32,1337.4,0.98,23656
2018-02-17,1340.62,1346.2,1338.96,1340.77,0.15,10864
2018-02-18,1334.71,1342.21,1331.65,1331.82,-2.89,22502
2018-02-19,1334.85,1336.65,1329.15,1329.74,-5.11,48294
2018-02-20,1336.32,1338.22,1327.43,1327.61,-8.71,49937
2018-02-21,1338.5,1339.04,1330.6,1331.28,-7.22,5199
2018-02-22,1337.42,1341.17,1332.08,1333.84,-3.58,26311
2018-02-23,1338.09,1338.21,1336.05,1337.38,-0.71,5563
2018-02-24,1337.01,1343.48,1332.14,1333.24,-3.77,760
2018-02-25,1337.55,1346.84,1336.33,1337.33,-0.22,31648
2018-02-26,1333.07,1340.4,1331.45,1332.24,-0.83,20247
2018-02-27,1337.0,1344.94,1329.01,1330.18,-6.82,1972
2018-02-28,1333.38,1339.75,1331.75,1332.95,-0.43,1222
