Date,Open,High,Low,Close,Change,Volume
2013-06-01,1336.86,1340.43,1335.09,1335.33,-1.53,29799
2013-06-02,1339.11,1341.27,1330.64,1331.29,-7.82,3137
2013-06-03,1333.46,1338.21,1329.25,1331.06,-2.4,31364
2013-06-04,1340.87,1344.17,1331.71,1333.47,-7.4,6334
2013-06-05,1336.84,1338.71,1330.83,1332.73,-4.11,41172
2013-06-06,1337.17,1339.36,1335.74,1336.49,-0.68,37166
2013-06-07,1342.08,1346.96,1333.14,1334.62,-7.46,28325
2013-06-08,1336.34,1337.48,1329.35,1329.9,-6.44,31293
2013-06-09,1334.56,1340.1,1327.87,1328.28,-6.28,1061
2013-06-10,1334.06,1342.86,1332.39,1334.1,0.04,25256
2013-06-11,1336.45,1337.31,1333.55,1334.99,-1.46,10256
2013-06-12,1333.89,1334.02,1331.21,1333.1,-0.79,49280
2013-06-13,1339.98,1340.49,1333.18,1334.0,-5.98,19382
2013-06-14,1338.55,1342.22,1329.08,1330.87,-7.68,6611
2013-06-15,1337.02,1345.53,1336.6,1338.12,1.1,29570
2013-06-16,1335.28,1344.68,1334.43,1335.17,-0.11,42063
2013-06-17,1337.96,1342.39,1335.82,1337.31,-0.65,11444
2013-06-18,1338.23,1339.74,1331.3,1331.53,-6.7,48033
2013-06-19,1337.68,1342.96,1334.64,1334.77,-2.91,5840
2013-06-20,1338.52,1340.43,1330.77,1331.99,-6.53,36809
2013-06-21,1333.81,1341.75,1326.15,1326.7,-7.11,25452
2013-06-22,1336.98,1346.02,1333.92,1334.34,-2.64,16222
2013-06-23,1341.58,1351.27,1340.66,1342.04,0.46,10613
2013-06-24,1342.14,1348.91,1334.9,1336.57,-5.57,23193
2013-06-25,1336.01,1336.52,1326.7,1328.62,-7.39,8653
2013-06-26,1338.9,1345.8,1330.99,1332.0,-6.9,7999
2013-06-27,1337.44,1338.5,1329.26,1330.39,-7.05,52268
2013-06-28,1336.96,1344.33,1334.6,1334.91,-2.05,45259
2013-06-29,1342.53,1347.46,1337.88,1339.61,-2.92,27698
2013-06-30,1333.64,1338.6,1327.6,1328.66,-4.98,22288
2013-07-01,1340.97,1343.59,1336.1,1336.62,-4.35,50443
2013-07-02,1334.84,1340.33,1333.46,1334.73,-0.11,2486
2013-07-03,1341.84,1351.43,1331.9,1332.34,-9.5,41012
2013-07-04,1335.68,1341.6,1327.23,1329.0,-6.68,12573
2013-07-05,1336.13,1341.42,1333.43,1334.69,-1.44,31477
2013-07-06,1336.16,1342.69,1330.6,1331.39,-4.77,47411
2013-07-07,1342.6,1350.82,1337.41,1339.03,-3.57,37618
2013-07-08,1338.63,1344.09,1333.06,1334.86,-3.77,49016
2013-07-09,1338.56,1342.28,1334.23,1334.81,-3.75,29873
2013-07-10,1335.18,1338.19,1325.32,1325.39,-9.79,6354
2013-07-11,1333.55,1341.09,1325.07,1326.13,-7.42,32816
2013-07-12,1333.17,1338.79,1332.6,1332.64,-0.53,49201
2013-07-13,1342.67,1352.37,1338.65,1340.26,-2.41,11137
2013-07-14,1337.81,1343.3,1336.12,1338.02,0.21,40797
2013-07-15,1334.87,1337.31,1328.74,1330.16,-4.71,11091
2013-07-16,1339.62,1340.46,1337.78,1339.12,-0.5,33817
2013-07-17,1341.85,1351.57,1335.52,1337.01,-4.84,20455
2013-07-18,1340.28,1348.09,1338.56,1339.55,-0.73,2794
2013-07-19,1335.9,1339.73,1333.44,1333.61,-2.29,51783
2013-07-20,1341.89,1348.65,1337.83,1339.28,-2.61,3146
2013-07-21,1336.03,1346.0,1330.96,1332.32,-3.71,1528
2013-07-22,1339.67,1347.4,1339.54,1340.81,1.14,34943
2013-07-23,1342.17,1346.87,1337.33,1338.79,-3.38,50936
2013-07-24,1337.38,1343.55,1332.96,1333.05,-4.33,32122
2013-07-25,1337.67,1347.01,1334.64,1335.15,-2.52,35928
2013-07-26,1337.82,1347.29,1333.06,1334.35,-3.47,25861
2013-07-27,1340.72,1344.95,1334.69,1335.27,-5.45,21756
2013-07-28,1336.29,1340.48,1334.83,1336.39,0.1,41312
2013-07-29,1336.35,1340.15,1330.18,1331.53,-4.82,11106
2013-07-30,1339.21,1345.12,1336.59,1337.38,-1.83,6521
2013-07-31,1333.83,1334.36,1325.1,1325.2,-8.63,41636
2013-08-01,1338.29,1343.1,1331.87,1332.89,-5.4,14034
2013-08-02,1337.12,1345.48,1328.21,1329.59,-7.53,35729
2013-08-03,1342.35,1343.9,1332.68,1333.63,-8.72,50046
2013-08-04,1341.41,1345.92,1332.12,1333.24,-8.17,26013
2013-08-05,1337.45,1340.98,1328.11,1330.1,-7.35,1272
2013-08-06,1334.4,1335.65,1333.6,1335.59,1.19,31815
2013-08-07,1338.79,1344.24,1338.3,1338.75,-0.04,30407
2013-08-08,1336.82,1336.97,1332.85,1334.67,-2.15,18311
2013-08-09,1335.14,1344.27,1330.53,1332.04,-3.1,40016
2013-08-10,1336.6,1341.55,1335.51,1336.1,-0.5,15975
2013-08-11,1334.66,1339.08,1332.7,1333.45,-1.21,23267
2013-08-12,1337.73,1340.48,1333.76,1334.76,-2.97,44807
2013-08-13,1342.34,1342.81,1336.33,1337.45,-4.89,48005
2013-08-14,1338.95,1339.0,1328.96,1329.04,-9.91,47728
2013-08-15,1336.38,1339.4,1333.17,1334.17,-2.21,30759
2013-08-16,1341.96,1351.27,1335.82,1337.4,-4.56,23717
