Date,Open,High,Low,Close,Change,Volume
2016-12-01,1333.14,1340.17,1325.8,1327.76,-5.38,28205
2016-12-02,1337.61,1338.52,1328.74,1330.31,-7.3,4545
2016-12-03,1338.19,1339.88,1330.44,1330.82,-7.37,36486
2016-12-04,1339.72,1339.93,1337.77,1337.78,-1.94,3644
2016-12-05,1340.6,1350.28,1335.35,1336.53,-4.07,14879
2016-12-06,1335.81,1336.71,1330.01,1331.82,-3.99,1321
2016-12-07,1333.88,1340.43,1324.99,1325.51,-8.37,18714
2016-12-08,1336.51,1345.37,1335.76,1337.69,1.18,9904
2016-12-09,1339.3,1346.96,1333.45,1334.87,-4.43,41478
2016-12-10,1336.68,1343.8,1334.55,1335.98,-0.7,19647
2016-12-11,1337.56,1345.27,1328.14,1328.7,-8.86,8656
2016-12-12,1337.58,1346.14,1333.25,1333.31,-4.27,47230
2016-12-13,1334.25,1342.88,1329.32,1330.43,-3.82,18822
2016-12-14,1342.79,1352.13,1339.4,1341.21,-1.58,24496
2016-12-15,1341.16,1341.78,1340.17,1340.93,-0.23,38404
2016-12-16,1334.4,1334.73,1329.89,1330.94,-3.46,40972
2016-12-17,1338.67,1347.53,1333.64,1335.17,-3.5,21884
2016-12-18,1338.62,1339.79,1337.64,1339.62,1.0,14155
2016-12-19,1337.04,1338.23,1331.01,1331.91,-5.13,35692
2016-12-20,1339.0,1343.72,1330.32,1330.59,-8.41,38762
2016-12-21,1335.14,1344.02,1333.29,1333.78,-1.36,48845
2016-12-22,1340.95,1343.69,1333.26,1334.51,-6.44,26309
2016-12-23,1334.84,1335.1,1330.01,1330.73,-4.11,16239
2016-12-24,1338.03,1344.74,1334.29,1336.19,-1.84,34023
2016-12-25,1336.12,1338.14,1331.37,1331.4,-4.72,28578
2016-12-26,1340.24,1344.62,1332.66,1333.6,-6.64,32936
2016-12-27,1334.95,1344.71,1332.39,1333.53,-1.42,46782
2016-12-28,1337.19,1339.98,1328.76,1329.23,-7.96,35558
2016-12-29,1336.61,1337.21,1326.78,1328.77,-7.84,9697
2016-12-30,1337.45,1347.43,1328.75,1329.54,-7.91,39015
2016-12-31,1337.35,1346.56,1334.98,1336.75,-0.6,17315
2017-01-01,1333.48,1337.24,1327.26,1328.92,-4.56,35162
2017-01-02,1336.95,1346.53,1327.67,1328.8,-8.15,17511
2017-01-03,1341.4,1350.0,1338.29,1340.23,-1.17,5735
2017-01-04,1339.4,1341.55,1330.33,1330.86,-8.54,21202
2017-01-05,1342.93,1345.77,1339.08,1339.39,-3.54,1099
2017-01-06,1333.51,1337.26,1324.24,1324.91,-8.6,6225
2017-01-07,1341.89,1348.17,1334.36,1334.57,-7.32,8113
2017-01-08,1338.86,1340.79,1337.56,1338.88,0.02,47215
2017-01-09,1338.66,1343.96,1336.72,1337.55,-1.11,20779
2017-01-10,1336.9,1344.53,1336.69,1337.98,1.08,49531
2017-01-11,1342.58,1344.61,1341.84,1343.78,1.2,211
2017-01-12,1340.74,1342.64,1333.81,1334.51,-6.23,46112
2017-01-13,1334.99,1341.11,1331.44,1332.78,-2.21,11110
2017-01-14,1339.57,1340.96,1337.49,1337.51,-2.06,46631
2017-01-15,1337.81,1343.6,1331.72,1332.84,-4.97,416
2017-01-16,1338.64,1347.47,1335.98,1336.86,-1.78,22309
2017-01-17,1334.82,1344.73,1334.69,1335.49,0.67,22442
2017-01-18,1334.0,1342.81,1329.55,1330.05,-3.95,49334
2017-01-19,1335.07,1344.59,1329.02,1330.18,-4.89,20427
2017-01-20,1342.9,1343.88,1339.02,1340.38,-2.52,16527
2017-01-21,1335.63,1340.63,1329.41,1331.41,-4.22,27025
2017-01-22,1342.95,1344.4,1336.32,1337.76,-5.19,23418
2017-01-23,1334.26,1342.56,1326.88,1327.05,-7.21,14200
2017-01-24,1334.77,1336.08,1331.27,1331.66,-3.11,26818
2017-01-25,1336.56,1339.35,1327.07,1327.52,-9.04,48417
2017-01-26,1333.7,1334.4,1328.9,1329.38,-4.32,42687
2017-01-27,1335.13,1340.94,1325.67,1325.71,-9.42,21131
2017-01-28,1339.8,1342.03,1336.85,1337.31,-2.49,4794
2017-01-29,1337.55,1345.09,1329.13,1329.3,-8.25,36495
2017-01-30,1342.82,1352.61,1335.35,1335.92,-6.9,7801
2017-01-31,1341.23,1342.55,1336.35,1338.09,-3.14,25755
2017-02-01,1334.58,1335.58,1332.56,1333.76,-0.82,4795
2017-02-02,1333.85,1339.68,1333.27,1334.59,0.74,39968
2017-02-03,1336.6,1340.33,1333.4,1333.77,-2.83,13812
2017-02-04,1342.81,1349.67,1333.91,1335.75,-7.06,41976
2017-02-05,1341.92,1345.03,1332.93,1333.14,-8.78,34683
2017-02-06,1338.27,1341.35,1337.57,1339.22,0.95,49613
2017-02-07,1335.09,1337.5,1329.6,1330.03,-5.06,50413
2017-02-08,1338.44,1339.83,1335.57,1336.84,-1.6,50550
2017-02-09,1339.64,1344.5,1335.32,1335.37,-4.27,7983
2017-02-10,1339.71,1341.45,1330.05,1331.68,-8.03,12234
