Date,Open,High,Low,Close,Change,Volume
2017-12-01,1338.26,1339.72,1333.22,1334.68,-3.58,21228
2017-12-02,1334.49,1336.42,1328.44,1328.6,-5.89,34277
2017-12-03,1334.54,1339.35,1334.07,1334.35,-0.19,46227
2017-12-04,1341.65,1348.2,1332.05,1333.07,-8.58,10175
2017-12-05,1335.76,1345.34,1335.68,1336.11,0.35,4898
2017-12-06,1337.11,1339.01,1330.94,1332.76,-4.35,15822
2017-12-07,1342.8,1348.87,1334.04,1334.38,-8.42,38258
2017-12-08,1337.32,1337.94,1335.75,1336.13,-1.19,41109
2017-12-09,1340.78,1347.53,1336.51,1337.14,-3.64,37706
2017-12-10,1334.08,1339.89,1329.61,1329.94,-4.14,21049
2017-12-11,1340.51,1350.15,1331.89,1332.84,-7.67,19958
2017-12-12,1337.28,1346.45,1327.67,1327.97,-9.31,15291
2017-12-13,1333.98,1342.23,1328.14,1328.83,-5.15,50801
2017-12-14,1333.21,1333.94,1331.66,1331.81,-1.4,11782
2017-12-15,1337.97,1340.06,1329.67,1330.68,-7.29,18427
2017-12-16,1338.85,1343.87,1338.44,1338.45,-0.4,943
2017-12-17,1341.41,1343.46,1339.17,1339.21,-2.2,20808
2017-12-18,1336.36,1337.54,1327.87,1328.76,-7.6,26139
2017-12-19,1337.24,1340.37,1332.61,1333.18,-4.06,47976
2017-12-20,1334.46,1337.83,1329.06,1329.62,-4.84,19673
2017-12-21,1341.22,1344.1,1338.83,1339.03,-2.19,606
2017-12-22,1340.59,1346.85,1335.31,1336.76,-3.83,42536
2017-12-23,1333.61,1343.05,1332.77,1333.67,0.06,39291
2017-12-24,1341.29,1350.55,1332.21,1332.26,-9.03,15008
2017-12-25,1334.99,1343.9,1331.85,1333.53,-1.46,46760
2017-12-26,1342.27,1344.41,1338.01,1338.92,-3.35,46457
2017-12-27,1335.31,1339.42,1327.08,1328.76,-6.55,21646
2017-12-28,1336.47,1344.31,1327.08,1328.81,-7.66,32827
2017-12-29,1340.55,1341.86,1338.68,1340.34,-0.21,20210
2017-12-30,1342.33,1352.27,1340.4,1341.28,-1.05,3952
2017-12-31,1334.04,1338.73,1333.2,1333.3,-0.74,39756
2018-01-01,1339.72,1341.06,1336.8,1337.69,-2.03,34944
2018-01-02,1339.97,1345.77,1334.93,1335.83,-4.14,33503
2018-01-03,1334.8,1340.34,1332.54,1333.2,-1.6,41118
2018-01-04,1341.05,1344.06,1340.11,1340.59,-0.46,5699
2018-01-05,1340.11,1342.48,1330.5,1330.95,-9.16,44681
2018-01-06,1341.57,1344.05,1331.75,1333.62,-7.95,16038
2018-01-07,1337.21,1341.96,1335.73,1336.59,-0.62,12942
2018-01-08,1338.56,1348.22,1335.49,1336.28,-2.28,34309
2018-01-09,1336.02,1340.62,1332.63,1334.01,-2.01,40714
2018-01-10,1340.85,1345.21,1335.44,1336.37,-4.48,33663
2018-01-11,1333.77,1339.88,1327.54,1329.31,-4.46,45988
2018-01-12,1339.64,1343.1,1338.28,1339.25,-0.39,48511
2018-01-13,1340.33,1342.45,1340.27,1342.11,1.78,38055
2018-01-14,1339.07,1345.89,1332.43,1333.66,-5.41,20727
2018-01-15,1340.44,1350.19,1334.47,1335.88,-4.56,7811
2018-01-16,1341.89,1344.07,1341.88,1342.13,0.24,21241
2018-01-17,1340.26,1341.87,1338.54,1339.44,-0.82,34718
2018-01-18,1337.51,1341.75,1329.38,1331.04,-6.47,23602
2018-01-19,1341.67,1344.15,1333.52,1334.07,-7.6,10020
2018-01-20,1339.81,1340.75,1337.77,1337.92,-1.89,26260
2018-01-21,1336.45,1337.43,1336.14,1336.45,0.0,15615
2018-01-22,1335.92,1336.4,1327.62,1327.79,-8.13,974
2018-01-23,1333.1,1337.13,1330.24,1331.2,-1.9,415
2018-01-24,1341.03,1348.33,1332.66,1333.27,-7.76,35750
2018-01-25,1336.22,1338.07,1326.63,1327.91,-8.31,50175
2018-01-26,1335.8,1341.68,1333.39,1334.92,-0.88,24881
2018-01-27,1335.33,1342.12,1328.37,1329.09,-6.24,32624
2018-01-28,1339.91,1343.44,1339.56,1340.74,0.83,1742
2018-01-29,1333.79,1335.91,1331.64,1331.87,-1.92,2805
